0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.33,-9.69,0.56,-1.62,-9.66,0.64,6.35,-7.38,04:19.7
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.34,-9.64,0.54,-1.62,-9.64,0.64,6.35,-7.38,04:19.7
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.33,-9.63,0.54,-1.6,-9.67,0.65,6.35,-7.37,04:19.7
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.21,-1.34,-9.66,0.55,-1.61,-9.66,0.63,6.36,-7.38,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.34,-9.65,0.56,-1.61,-9.67,0.66,6.33,-7.37,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.22,-1.33,-9.65,0.56,-1.62,-9.69,0.65,6.34,-7.37,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.34,-9.67,0.56,-1.62,-9.65,0.65,6.37,-7.36,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.35,-9.67,0.56,-1.62,-9.66,0.67,6.33,-7.37,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.34,-9.62,0.54,-1.61,-9.67,0.65,6.35,-7.42,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.31,-9.66,0.55,-1.6,-9.66,0.65,6.36,-7.39,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.25,-1.33,-9.65,0.57,-1.6,-9.65,0.66,6.34,-7.39,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.33,-9.63,0.56,-1.61,-9.66,0.66,6.34,-7.39,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.33,-9.65,0.57,-1.62,-9.66,0.67,6.35,-7.38,04:19.8
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.34,-9.63,0.57,-1.61,-9.64,0.64,6.36,-7.39,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.33,-9.66,0.56,-1.63,-9.66,0.65,6.34,-7.4,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.22,-1.35,-9.69,0.57,-1.61,-9.7,0.66,6.34,-7.37,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.31,-9.65,0.55,-1.6,-9.66,0.66,6.33,-7.39,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.31,-9.65,0.56,-1.62,-9.66,0.66,6.33,-7.39,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.21,-1.31,-9.65,0.56,-1.62,-9.65,0.64,6.37,-7.39,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.22,-1.33,-9.65,0.57,-1.61,-9.65,0.64,6.35,-7.4,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.33,-9.65,0.58,-1.6,-9.69,0.66,6.36,-7.38,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.32,-9.64,0.54,-1.61,-9.66,0.64,6.34,-7.38,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.33,-9.63,0.56,-1.62,-9.63,0.64,6.34,-7.38,04:19.9
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.34,-9.64,0.56,-1.62,-9.65,0.63,6.34,-7.39,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.34,-9.64,0.56,-1.62,-9.69,0.66,6.33,-7.39,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.35,-9.67,0.56,-1.61,-9.68,0.64,6.35,-7.37,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.2,-1.34,-9.66,0.56,-1.62,-9.66,0.66,6.34,-7.38,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.31,-9.66,0.57,-1.59,-9.65,0.66,6.34,-7.38,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.34,-9.66,0.55,-1.62,-9.62,0.65,6.35,-7.4,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.34,-9.68,0.56,-1.62,-9.68,0.64,6.34,-7.37,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.34,-9.66,0.54,-1.63,-9.66,0.66,6.37,-7.38,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.22,-1.33,-9.66,0.54,-1.63,-9.65,0.64,6.34,-7.4,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.34,-9.64,0.56,-1.62,-9.66,0.64,6.34,-7.4,04:20.0
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.32,-9.67,0.56,-1.61,-9.66,0.64,6.35,-7.39,04:20.1
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.23,-1.32,-9.64,0.58,-1.62,-9.65,0.66,6.34,-7.39,04:20.1
0.09,-0.73,-0.68,0,0.09,-0.94,-0.33,0,0.35,0.93,-0.09,0,1.24,-1.32,-9.66,0.56,-1.61,-9.63,0.65,6.34,-7.42,04:20.1
